A部——人类生活必需
本 部 目 录
（参见及附注省略）
B28D加工石头或类似石头的材料（采矿或采石用的机械或方法入E21C）	261
B29塑料的加工；一般处于塑性状态物质的加工	262
B29B成型材料的准备或预处理；制作颗粒或预型件；塑料或包含塑料的废料的其他成分的回收〔4〕	262
B29C塑料的成型或连接；塑性状态物质的一般成型；已成型产品的后处理，例如修整（以金属形式加工的入B23；磨削、抛光入B24；切割入B26D，B26F；制作预型件入B29B 11/00；通过将原本不相连接的层结合成为各层连在一起的产品来制造层状产品入B32B 7/00至B32B 41/00） 〔4〕	265
B29D用塑料或用塑性状态的物质生产特殊制品（制作颗粒入B29B 9/00；制作预型件入B29B 11/00）〔4〕	281
B29K与小类B29B、B29C或B29D联合使用的、涉及成型材料或涉及用于增强材料、填料或预型件，例如嵌件的引得表〔4〕	285
B29L涉及特殊制品、与小类B29C联合使用的引得表〔4〕	297
B30压力机	299
B30B一般压力机；不包含在其他类目中的压力机（生产超高压或超高压与高温结合引起物理变形，例如用于制造人造金刚石入B01J  3/00） 〔2〕	299
B31纸品或纸板制品制作；纸或纸板的加工	302
B31B纸盒、纸板箱、信封、纸袋或纸板袋的制作（一般压印、刻痕入B26D3/08；制作和充填结合的入B65B）	302
B31C制作纸制或纸板制绕制物品，如绕制管（与塑料的加工有关的特征入B29；塑料或塑性状态物质的成型入B29C）	316
